timestamp,symbol,field,value,is_override,user_id
2025-05-11T18:44:39.205562,NQM5,ask_edge,-8.28,False,
2025-05-11T18:44:39.205562,NQM5,bid_q,9,False,
2025-05-11T18:44:39.205562,NQM5,ask_q,6,False,
2025-05-11T18:44:39.205562,ESM5,bid_edge,-9.76,False,
2025-05-11T18:44:39.205562,ESM5,ask_edge,-7.85,False,
2025-05-11T18:44:39.205562,ESM5,bid_q,7,False,
2025-05-11T18:44:39.205562,ESM5,ask_q,7,False,
2025-05-11T18:44:39.205562,TUM5,bid_edge,-12.18,False,
2025-05-11T18:44:39.205562,TUM5,ask_edge,-10.44,False,
2025-05-11T18:44:39.205562,TUM5,bid_q,3,False,
2025-05-11T18:44:39.205562,TUM5,ask_q,7,False,
2025-05-11T18:44:40.225964,TYM5,bid_edge,-3.41,False,
2025-05-11T18:44:40.225964,TYM5,ask_edge,-3.38,False,
2025-05-11T18:44:40.225964,TYM5,bid_q,2,False,
2025-05-11T18:44:40.225964,TYM5,ask_q,6,False,
2025-05-11T18:44:40.225964,NQM5,bid_edge,-8.24,False,
2025-05-11T18:44:40.225964,NQM5,ask_edge,-10.85,False,
2025-05-11T18:44:40.225964,NQM5,bid_q,3,False,
2025-05-11T18:44:40.225964,NQM5,ask_q,2,False,
2025-05-11T18:44:40.225964,ESM5,bid_edge,-7.84,False,
2025-05-11T18:44:40.225964,ESM5,ask_edge,-9.57,False,
2025-05-11T18:44:40.225964,ESM5,bid_q,6,False,
2025-05-11T18:44:40.225964,ESM5,ask_q,2,False,
2025-05-11T18:44:40.225964,TUM5,bid_edge,-11.87,False,
2025-05-11T18:44:40.225964,TUM5,ask_edge,-8.85,False,
2025-05-11T18:44:40.225964,TUM5,bid_q,8,False,
2025-05-11T18:44:40.225964,TUM5,ask_q,6,False,
2025-05-11T18:44:41.243659,TYM5,bid_edge,-3.47,False,
2025-05-11T18:44:41.243659,TYM5,ask_edge,-4.24,False,
2025-05-11T18:44:41.243659,TYM5,bid_q,7,False,
2025-05-11T18:44:41.243659,TYM5,ask_q,6,False,
2025-05-11T18:44:41.243659,NQM5,bid_edge,-9.06,False,
2025-05-11T18:44:41.243659,NQM5,ask_edge,-12.37,False,
2025-05-11T18:44:41.243659,NQM5,bid_q,3,False,
2025-05-11T18:44:41.243659,NQM5,ask_q,7,False,
2025-05-11T18:44:41.243659,ESM5,bid_edge,-8.31,False,
2025-05-11T18:44:41.243659,ESM5,ask_edge,-11.49,False,
2025-05-11T18:44:41.243659,ESM5,bid_q,2,False,
2025-05-11T18:44:41.243659,ESM5,ask_q,6,False,
2025-05-11T18:44:41.243659,TUM5,bid_edge,-9.11,False,
2025-05-11T18:44:41.243659,TUM5,ask_edge,-8.1,False,
2025-05-11T18:44:41.243659,TUM5,bid_q,6,False,
2025-05-11T18:44:41.243659,TUM5,ask_q,3,False,
2025-05-11T18:44:42.258006,TYM5,bid_edge,-3.77,False,
2025-05-11T18:44:42.258006,TYM5,ask_edge,-4.86,False,
2025-05-11T18:44:42.258006,TYM5,bid_q,5,False,
2025-05-11T18:44:42.258006,TYM5,ask_q,3,False,
2025-05-11T18:44:42.258006,NQM5,bid_edge,-11.18,False,
2025-05-11T18:44:42.258006,NQM5,ask_edge,-11.59,False,
2025-05-11T18:44:42.258006,NQM5,bid_q,8,False,
2025-05-11T18:44:42.258006,NQM5,ask_q,6,False,
2025-05-11T18:44:42.258006,ESM5,bid_edge,-10.23,False,
2025-05-11T18:44:42.258006,ESM5,ask_edge,-11.53,False,
2025-05-11T18:44:42.258006,ESM5,bid_q,7,False,
2025-05-11T18:44:42.258006,ESM5,ask_q,7,False,
2025-05-11T18:44:42.258006,TUM5,bid_edge,-7.98,False,
2025-05-11T18:44:42.258006,TUM5,ask_edge,-9.26,False,
2025-05-11T18:44:42.258006,TUM5,bid_q,3,False,
2025-05-11T18:44:42.258006,TUM5,ask_q,7,False,
2025-05-11T18:44:43.265446,TYM5,bid_edge,-4.41,False,
2025-05-11T18:44:43.265446,TYM5,ask_edge,-4.77,False,
2025-05-11T18:44:43.265446,TYM5,bid_q,1,False,
2025-05-11T18:44:43.265446,TYM5,ask_q,5,False,
2025-05-11T18:44:43.265446,NQM5,bid_edge,-11.85,False,
2025-05-11T18:44:43.265446,NQM5,ask_edge,-9.25,False,
2025-05-11T18:44:43.265446,NQM5,bid_q,4,False,
2025-05-11T18:44:43.265446,NQM5,ask_q,3,False,
2025-05-11T18:44:43.265446,ESM5,bid_edge,-11.77,False,
2025-05-11T18:44:43.265446,ESM5,ask_edge,-11.39,False,
2025-05-11T18:44:43.265446,ESM5,bid_q,6,False,
2025-05-11T18:44:43.265446,ESM5,ask_q,2,False,
2025-05-11T18:44:43.265446,TUM5,bid_edge,-8.78,False,
2025-05-11T18:44:43.265446,TUM5,ask_edge,-11.06,False,
2025-05-11T18:44:43.265446,TUM5,bid_q,7,False,
2025-05-11T18:44:43.265446,TUM5,ask_q,6,False,
2025-05-11T18:44:44.273743,TYM5,bid_edge,-4.6,False,
2025-05-11T18:44:44.273743,TYM5,ask_edge,-3.59,False,
2025-05-11T18:44:44.273743,TYM5,bid_q,7,False,
2025-05-11T18:44:44.273743,TYM5,ask_q,8,False,
2025-05-11T18:44:44.273743,NQM5,bid_edge,-10.39,False,
2025-05-11T18:44:44.273743,NQM5,ask_edge,-8.16,False,
2025-05-11T18:44:44.273743,NQM5,bid_q,3,False,
2025-05-11T18:44:44.273743,NQM5,ask_q,6,False,
2025-05-11T18:44:44.273743,ESM5,bid_edge,-12.08,False,
2025-05-11T18:44:44.273743,ESM5,ask_edge,-8.7,False,
2025-05-11T18:44:44.273743,ESM5,bid_q,2,False,
2025-05-11T18:44:44.273743,ESM5,ask_q,5,False,
2025-05-11T18:44:44.273743,TUM5,bid_edge,-10.51,False,
2025-05-11T18:44:44.273743,TUM5,ask_edge,-11.64,False,
2025-05-11T18:44:44.273743,TUM5,bid_q,5,False,
2025-05-11T18:44:44.273743,TUM5,ask_q,3,False,
2025-05-11T18:44:45.279866,TYM5,bid_edge,-3.87,False,
2025-05-11T18:44:45.279866,TYM5,ask_edge,-3.27,False,
2025-05-11T18:44:45.279866,TYM5,bid_q,7,False,
2025-05-11T18:44:45.279866,TYM5,ask_q,3,False,
2025-05-11T18:44:45.279866,NQM5,bid_edge,-9.2,False,
2025-05-11T18:44:45.279866,NQM5,ask_edge,-8.49,False,
2025-05-11T18:44:45.279866,NQM5,bid_q,7,False,
2025-05-11T18:44:45.279866,NQM5,ask_q,6,False,
2025-05-11T18:44:45.279866,ESM5,bid_edge,-10.07,False,
2025-05-11T18:44:45.279866,ESM5,ask_edge,-8.07,False,
2025-05-11T18:44:45.279866,ESM5,bid_q,7,False,
2025-05-11T18:44:45.279866,ESM5,ask_q,7,False,
2025-05-11T18:44:45.279866,TUM5,bid_edge,-11.99,False,
2025-05-11T18:44:45.279866,TUM5,ask_edge,-11.25,False,
2025-05-11T18:44:45.279866,TUM5,bid_q,2,False,
2025-05-11T18:44:45.279866,TUM5,ask_q,5,False,
2025-05-11T18:44:46.303417,TYM5,bid_edge,-3.51,False,
2025-05-11T18:44:46.303417,TYM5,ask_edge,-3.46,False,
2025-05-11T18:44:46.303417,TYM5,bid_q,1,False,
2025-05-11T18:44:46.303417,TYM5,ask_q,5,False,
2025-05-11T18:44:46.303417,NQM5,bid_edge,-7.61,False,
2025-05-11T18:44:46.303417,NQM5,ask_edge,-9.95,False,
2025-05-11T18:44:46.303417,NQM5,bid_q,5,False,
2025-05-11T18:44:46.303417,NQM5,ask_q,3,False,
2025-05-11T18:44:46.303417,ESM5,bid_edge,-8.16,False,
2025-05-11T18:44:46.303417,ESM5,ask_edge,-8.99,False,
2025-05-11T18:44:46.303417,ESM5,bid_q,6,False,
2025-05-11T18:44:46.303417,ESM5,ask_q,3,False,
2025-05-11T18:44:46.303417,TUM5,bid_edge,-11.88,False,
2025-05-11T18:44:46.303417,TUM5,ask_edge,-8.75,False,
2025-05-11T18:44:46.303417,TUM5,bid_q,7,False,
2025-05-11T18:44:46.303417,TUM5,ask_q,7,False,
2025-05-11T18:44:47.311631,TYM5,bid_edge,-3.11,False,
2025-05-11T18:44:47.311631,TYM5,ask_edge,-4.01,False,
2025-05-11T18:44:47.311631,TYM5,bid_q,7,False,
2025-05-11T18:44:47.311631,TYM5,ask_q,8,False,
2025-05-11T18:44:47.311631,NQM5,bid_edge,-9.14,False,
2025-05-11T18:44:47.311631,NQM5,ask_edge,-12.03,False,
2025-05-11T18:44:47.311631,NQM5,bid_q,2,False,
2025-05-11T18:44:47.311631,NQM5,ask_q,7,False,
2025-05-11T18:44:47.311631,ESM5,bid_edge,-8.14,False,
2025-05-11T18:44:47.311631,ESM5,ask_edge,-10.29,False,
2025-05-11T18:44:47.311631,ESM5,bid_q,2,False,
2025-05-11T18:44:47.311631,ESM5,ask_q,4,False,
2025-05-11T18:44:47.311631,TUM5,bid_edge,-10.2,False,
2025-05-11T18:44:47.311631,TUM5,ask_edge,-8.35,False,
2025-05-11T18:44:47.311631,TUM5,bid_q,7,False,
2025-05-11T18:44:47.311631,TUM5,ask_q,3,False,
2025-05-11T18:44:48.319048,TYM5,bid_edge,-3.68,False,
2025-05-11T18:44:48.319048,TYM5,ask_edge,-4.93,False,
2025-05-11T18:44:48.319048,TYM5,bid_q,7,False,
2025-05-11T18:44:48.319048,TYM5,ask_q,3,False,
2025-05-11T18:44:48.319048,NQM5,bid_edge,-11.31,False,
2025-05-11T18:44:48.319048,NQM5,ask_edge,-11.87,False,
2025-05-11T18:44:48.319048,NQM5,bid_q,7,False,
2025-05-11T18:44:48.319048,NQM5,ask_q,6,False,
2025-05-11T18:44:48.319048,ESM5,bid_edge,-9.42,False,
2025-05-11T18:44:48.319048,ESM5,ask_edge,-12.31,False,
2025-05-11T18:44:48.319048,ESM5,bid_q,5,False,
2025-05-11T18:44:48.319048,ESM5,ask_q,9,False,
2025-05-11T18:44:48.319048,TUM5,bid_edge,-8.19,False,
2025-05-11T18:44:48.319048,TUM5,ask_edge,-9.34,False,
2025-05-11T18:44:48.319048,TUM5,bid_q,2,False,
2025-05-11T18:44:48.319048,TUM5,ask_q,5,False,
2025-05-11T18:44:49.333970,TYM5,bid_edge,-4.67,False,
2025-05-11T18:44:49.333970,TYM5,ask_edge,-4.71,False,
2025-05-11T18:44:49.333970,TYM5,bid_q,1,False,
2025-05-11T18:44:49.333970,TYM5,ask_q,3,False,
2025-05-11T18:44:49.333970,NQM5,bid_edge,-11.5,False,
2025-05-11T18:44:49.333970,NQM5,ask_edge,-9.91,False,
2025-05-11T18:44:49.333970,NQM5,bid_q,6,False,
2025-05-11T18:44:49.333970,NQM5,ask_q,2,False,
2025-05-11T18:44:49.333970,ESM5,bid_edge,-11.32,False,
2025-05-11T18:44:49.333970,ESM5,ask_edge,-11.85,False,
2025-05-11T18:44:49.333970,ESM5,bid_q,8,False,
2025-05-11T18:44:49.333970,ESM5,ask_q,2,False,
2025-05-11T18:44:49.333970,TUM5,bid_edge,-8.09,False,
2025-05-11T18:44:49.333970,TUM5,ask_edge,-11.11,False,
2025-05-11T18:44:49.333970,TUM5,bid_q,7,False,
2025-05-11T18:44:49.333970,TUM5,ask_q,8,False,
2025-05-11T18:44:50.353486,TYM5,bid_edge,-4.69,False,
2025-05-11T18:44:50.353486,TYM5,ask_edge,-3.76,False,
2025-05-11T18:44:50.353486,TYM5,bid_q,6,False,
2025-05-11T18:44:50.353486,TYM5,ask_q,8,False,
2025-05-11T18:44:50.353486,NQM5,bid_edge,-11.68,False,
2025-05-11T18:44:50.353486,NQM5,ask_edge,-8.77,False,
2025-05-11T18:44:50.353486,NQM5,bid_q,2,False,
2025-05-11T18:44:50.353486,NQM5,ask_q,5,False,
2025-05-11T18:44:50.353486,ESM5,bid_edge,-11.85,False,
2025-05-11T18:44:50.353486,ESM5,ask_edge,-9.87,False,
2025-05-11T18:44:50.353486,ESM5,bid_q,1,False,
2025-05-11T18:44:50.353486,ESM5,ask_q,3,False,
2025-05-11T18:44:50.353486,TUM5,bid_edge,-10.31,False,
2025-05-11T18:44:50.353486,TUM5,ask_edge,-12.05,False,
2025-05-11T18:44:50.353486,TUM5,bid_q,6,False,
2025-05-11T18:44:50.353486,TUM5,ask_q,4,False,
2025-05-11T18:44:51.373458,TYM5,bid_edge,-4.63,False,
2025-05-11T18:44:51.373458,TYM5,ask_edge,-3.3,False,
2025-05-11T18:44:51.373458,TYM5,bid_q,8,False,
2025-05-11T18:44:51.373458,TYM5,ask_q,2,False,
2025-05-11T18:44:51.373458,NQM5,bid_edge,-9.5,False,
2025-05-11T18:44:51.373458,NQM5,ask_edge,-7.9,False,
2025-05-11T18:44:51.373458,NQM5,bid_q,8,False,
2025-05-11T18:44:51.373458,NQM5,ask_q,7,False,
2025-05-11T18:44:51.373458,ESM5,bid_edge,-10.17,False,
2025-05-11T18:44:51.373458,ESM5,ask_edge,-7.66,False,
2025-05-11T18:44:51.373458,ESM5,bid_q,6,False,
2025-05-11T18:44:51.373458,ESM5,ask_q,7,False,
2025-05-11T18:44:51.373458,TUM5,bid_edge,-11.93,False,
2025-05-11T18:44:51.373458,TUM5,ask_edge,-11.61,False,
2025-05-11T18:44:51.373458,TUM5,bid_q,2,False,
2025-05-11T18:44:51.373458,TUM5,ask_q,4,False,
2025-05-11T18:44:52.383696,TYM5,bid_edge,-4.01,False,
2025-05-11T18:44:52.383696,TYM5,ask_edge,-3.3,False,
2025-05-11T18:44:52.383696,TYM5,bid_q,1,False,
2025-05-11T18:44:52.383696,TYM5,ask_q,4,False,
2025-05-11T18:44:52.383696,NQM5,bid_edge,-8.17,False,
2025-05-11T18:44:52.383696,NQM5,ask_edge,-9.56,False,
2025-05-11T18:44:52.383696,NQM5,bid_q,7,False,
2025-05-11T18:44:52.383696,NQM5,ask_q,2,False,
2025-05-11T18:44:52.383696,ESM5,bid_edge,-8.46,False,
2025-05-11T18:44:52.383696,ESM5,ask_edge,-8.89,False,
2025-05-11T18:44:52.383696,ESM5,bid_q,7,False,
2025-05-11T18:44:52.383696,ESM5,ask_q,4,False,
2025-05-11T18:44:52.383696,TUM5,bid_edge,-11.49,False,
2025-05-11T18:44:52.383696,TUM5,ask_edge,-8.77,False,
2025-05-11T18:44:52.383696,TUM5,bid_q,6,False,
2025-05-11T18:44:52.383696,TUM5,ask_q,8,False,
2025-05-11T18:44:53.396019,TYM5,bid_edge,-3.55,False,
2025-05-11T18:44:53.396019,TYM5,ask_edge,-3.76,False,
2025-05-11T18:44:53.396019,TYM5,bid_q,5,False,
2025-05-11T18:44:53.396019,TYM5,ask_q,8,False,
2025-05-11T18:44:53.396019,NQM5,bid_edge,-8.99,False,
2025-05-11T18:44:53.396019,NQM5,ask_edge,-11.49,False,
2025-05-11T18:44:53.396019,NQM5,bid_q,2,False,
2025-05-11T18:44:53.396019,NQM5,ask_q,6,False,
2025-05-11T18:44:53.396019,ESM5,bid_edge,-8.36,False,
2025-05-11T18:44:53.396019,ESM5,ask_edge,-10.15,False,
2025-05-11T18:44:53.396019,ESM5,bid_q,3,False,
2025-05-11T18:44:53.396019,ESM5,ask_q,3,False,
2025-05-11T18:44:53.396019,TUM5,bid_edge,-10.29,False,
2025-05-11T18:44:53.396019,TUM5,ask_edge,-8.41,False,
2025-05-11T18:44:53.396019,TUM5,bid_q,6,False,
2025-05-11T18:44:53.396019,TUM5,ask_q,4,False,
2025-05-11T18:44:54.414497,TYM5,bid_edge,-3.76,False,
2025-05-11T18:44:54.414497,TYM5,ask_edge,-4.58,False,
2025-05-11T18:44:54.414497,TYM5,bid_q,8,False,
2025-05-11T18:44:54.414497,TYM5,ask_q,3,False,
2025-05-11T18:44:54.414497,NQM5,bid_edge,-10.84,False,
2025-05-11T18:44:54.414497,NQM5,ask_edge,-11.5,False,
2025-05-11T18:44:54.414497,NQM5,bid_q,6,False,
2025-05-11T18:44:54.414497,NQM5,ask_q,8,False,
2025-05-11T18:44:54.414497,ESM5,bid_edge,-8.8,False,
2025-05-11T18:44:54.414497,ESM5,ask_edge,-11.88,False,
2025-05-11T18:44:54.414497,ESM5,bid_q,5,False,
2025-05-11T18:44:54.414497,ESM5,ask_q,9,False,
2025-05-11T18:44:54.414497,TUM5,bid_edge,-8.84,False,
2025-05-11T18:44:54.414497,TUM5,ask_edge,-8.35,False,
2025-05-11T18:44:54.414497,TUM5,bid_q,3,False,
2025-05-11T18:44:54.414497,TUM5,ask_q,4,False,
2025-05-11T18:44:55.426079,TYM5,bid_edge,-4.66,False,
2025-05-11T18:44:55.426079,TYM5,ask_edge,-4.48,False,
2025-05-11T18:44:55.426079,TYM5,bid_q,2,False,
2025-05-11T18:44:55.426079,TYM5,ask_q,3,False,
2025-05-11T18:44:55.426079,NQM5,bid_edge,-12.3,False,
2025-05-11T18:44:55.426079,NQM5,ask_edge,-10.87,False,
2025-05-11T18:44:55.426079,NQM5,bid_q,6,False,
2025-05-11T18:44:55.426079,NQM5,ask_q,1,False,
2025-05-11T18:44:55.426079,ESM5,bid_edge,-11.14,False,
2025-05-11T18:44:55.426079,ESM5,ask_edge,-12.02,False,
2025-05-11T18:44:55.426079,ESM5,bid_q,8,False,
2025-05-11T18:44:55.426079,ESM5,ask_q,3,False,
2025-05-11T18:44:55.426079,TUM5,bid_edge,-8.15,False,
2025-05-11T18:44:55.426079,TUM5,ask_edge,-10.52,False,
2025-05-11T18:44:55.426079,TUM5,bid_q,5,False,
2025-05-11T18:44:55.426079,TUM5,ask_q,8,False,
2025-05-11T18:44:56.448939,TYM5,bid_edge,-5.14,False,
2025-05-11T18:44:56.448939,TYM5,ask_edge,-4.07,False,
2025-05-11T18:44:56.448939,TYM5,bid_q,5,False,
2025-05-11T18:44:56.448939,TYM5,ask_q,8,False,
2025-05-11T18:44:56.448939,NQM5,bid_edge,-11.56,False,
2025-05-11T18:44:56.448939,NQM5,ask_edge,-8.52,False,
2025-05-11T18:44:56.448939,NQM5,bid_q,3,False,
2025-05-11T18:44:56.448939,NQM5,ask_q,5,False,
2025-05-11T18:44:56.448939,ESM5,bid_edge,-12.45,False,
2025-05-11T18:44:56.448939,ESM5,ask_edge,-9.47,False,
2025-05-11T18:44:56.448939,ESM5,bid_q,2,False,
2025-05-11T18:44:56.448939,ESM5,ask_q,3,False,
2025-05-11T18:44:56.448939,TUM5,bid_edge,-9.97,False,
2025-05-11T18:44:56.448939,TUM5,ask_edge,-12.37,False,
2025-05-11T18:44:56.448939,TUM5,bid_q,8,False,
2025-05-11T18:44:56.448939,TUM5,ask_q,4,False,
2025-05-11T18:44:57.464862,TYM5,bid_edge,-4.62,False,
2025-05-11T18:44:57.464862,TYM5,ask_edge,-3.45,False,
2025-05-11T18:44:57.464862,TYM5,bid_q,7,False,
2025-05-11T18:44:57.464862,TYM5,ask_q,4,False,
2025-05-11T18:44:57.464862,NQM5,bid_edge,-9.56,False,
2025-05-11T18:44:57.464862,NQM5,ask_edge,-7.97,False,
2025-05-11T18:44:57.464862,NQM5,bid_q,7,False,
2025-05-11T18:44:57.464862,NQM5,ask_q,8,False,
2025-05-11T18:44:57.464862,ESM5,bid_edge,-11.32,False,
2025-05-11T18:44:57.464862,ESM5,ask_edge,-8.32,False,
2025-05-11T18:44:57.464862,ESM5,bid_q,4,False,
2025-05-11T18:44:57.464862,ESM5,ask_q,7,False,
2025-05-11T18:44:57.464862,TUM5,bid_edge,-10.99,False,
2025-05-11T18:44:57.464862,TUM5,ask_edge,-11.56,False,
2025-05-11T18:44:57.464862,TUM5,bid_q,2,False,
2025-05-11T18:44:57.464862,TUM5,ask_q,4,False,
2025-05-11T18:44:58.483380,TYM5,bid_edge,-3.69,False,
2025-05-11T18:44:58.483380,TYM5,ask_edge,-3.21,False,
2025-05-11T18:44:58.483380,TYM5,bid_q,4,False,
2025-05-11T18:44:58.483380,TYM5,ask_q,3,False,
2025-05-11T18:44:58.483380,NQM5,bid_edge,-8.24,False,
2025-05-11T18:44:58.483380,NQM5,ask_edge,-9.64,False,
